"time";"player";"unit_type";"amount";"unit_name";"minutes";"spill_id";"name";"profile_id"
761,473;1;83;1;"Villager (Male)";0,0126912166666667;"114405317";"shr";6128839
761,893;1;83;1;"Villager (Male)";0,0126982166666667;"114405317";"shr";6128839
762,103;1;83;1;"Villager (Male)";0,0127017166666667;"114405317";"shr";6128839
765,253;3;83;1;"Villager (Male)";0,0127542166666667;"114405317";"Beny";6157113
773,443;3;83;1;"Villager (Male)";0,0128907166666667;"114405317";"Beny";6157113
824,406;6;83;5;"Villager (Male)";0,0137401;"114405317";"Hufsa";4250835
831,532;4;83;1;"Villager (Male)";0,0138588666666667;"114405317";"Chilamacho";2176509
832,156;4;83;1;"Villager (Male)";0,0138692666666667;"114405317";"Chilamacho";2176509
832,78;3;83;1;"Villager (Male)";0,0138796666666667;"114405317";"Beny";6157113
849,787;3;93;1;"Spearman";0,0141631166666667;"114405317";"Beny";6157113
850,417;3;74;1;"Militia";0,0141736166666667;"114405317";"Beny";6157113
850,627;3;93;1;"Spearman";0,0141771166666667;"114405317";"Beny";6157113
861,715;3;83;1;"Villager (Male)";0,0143619166666667;"114405317";"Beny";6157113
877,471;3;83;1;"Villager (Male)";0,0146245166666667;"114405317";"Beny";6157113
898,427;1;83;1;"Villager (Male)";0,0149737833333333;"114405317";"shr";6128839
898,843;1;83;1;"Villager (Male)";0,0149807166666667;"114405317";"shr";6128839
899,051;1;83;1;"Villager (Male)";0,0149841833333333;"114405317";"shr";6128839
913,299;2;83;5;"Villager (Male)";0,01522165;"114405317";"Olas";4361967
950,01;3;74;1;"Militia";0,0158335;"114405317";"Beny";6157113
950,424;3;93;1;"Spearman";0,0158404;"114405317";"Beny";6157113
952,122;3;83;1;"Villager (Male)";0,0158687;"114405317";"Beny";6157113
955,67;6;83;5;"Villager (Male)";0,0159278333333333;"114405317";"Hufsa";4250835
967,02;5;83;1;"Villager (Male)";0,016117;"114405317";"MegaDam";6126209
967,436;5;83;1;"Villager (Male)";0,0161239333333333;"114405317";"MegaDam";6126209
967,644;5;83;1;"Villager (Male)";0,0161274;"114405317";"MegaDam";6126209
967,852;5;83;1;"Villager (Male)";0,0161308666666667;"114405317";"MegaDam";6126209
996,558;3;74;1;"Militia";0,0166093;"114405317";"Beny";6157113
996,558;3;93;1;"Spearman";0,0166093;"114405317";"Beny";6157113
1000,544;3;83;1;"Villager (Male)";0,0166757333333333;"114405317";"Beny";6157113
1066,187;1;83;1;"Villager (Male)";0,0177697833333333;"114405317";"shr";6128839
1066,395;1;83;1;"Villager (Male)";0,01777325;"114405317";"shr";6128839
1066,863;1;83;1;"Villager (Male)";0,01778105;"114405317";"shr";6128839
1067,071;1;83;1;"Villager (Male)";0,0177845166666667;"114405317";"shr";6128839
1068,128;1;83;1;"Villager (Male)";0,0178021333333333;"114405317";"shr";6128839
1068,335;1;83;1;"Villager (Male)";0,0178055833333333;"114405317";"shr";6128839
1114,182;6;83;4;"Villager (Male)";0,0185697;"114405317";"Hufsa";4250835
1136,002;4;93;1;"Spearman";0,0189333666666667;"114405317";"Chilamacho";2176509
1136,626;4;93;1;"Spearman";0,0189437666666667;"114405317";"Chilamacho";2176509
1142,086;3;4;1;"Archer";0,0190347666666667;"114405317";"Beny";6157113
1142,294;3;4;1;"Archer";0,0190382333333333;"114405317";"Beny";6157113
1142,71;3;4;1;"Archer";0,0190451666666667;"114405317";"Beny";6157113
1148,794;3;83;1;"Villager (Male)";0,0191465666666667;"114405317";"Beny";6157113
1150,666;6;83;1;"Villager (Male)";0,0191777666666667;"114405317";"Hufsa";4250835
1166,624;3;83;1;"Villager (Male)";0,0194437333333333;"114405317";"Beny";6157113
1191,618;3;83;1;"Villager (Male)";0,0198603;"114405317";"Beny";6157113
1196,448;4;83;1;"Villager (Male)";0,0199408;"114405317";"Chilamacho";2176509
1196,658;4;83;1;"Villager (Male)";0,0199443;"114405317";"Chilamacho";2176509
1197,078;4;83;1;"Villager (Male)";0,0199513;"114405317";"Chilamacho";2176509
1197,288;4;83;1;"Villager (Male)";0,0199548;"114405317";"Chilamacho";2176509
1197,489;4;83;1;"Villager (Male)";0,01995815;"114405317";"Chilamacho";2176509
1205,02;5;93;1;"Spearman";0,0200836666666667;"114405317";"MegaDam";6126209
1205,44;5;93;1;"Spearman";0,0200906666666667;"114405317";"MegaDam";6126209
1224,724;6;128;1;"Trade Cart (Empty)";0,0204120666666667;"114405317";"Hufsa";4250835
1225,354;2;83;5;"Villager (Male)";0,0204225666666667;"114405317";"Olas";4361967
1242,578;3;83;1;"Villager (Male)";0,0207096333333333;"114405317";"Beny";6157113
1250,376;1;83;1;"Villager (Male)";0,0208396;"114405317";"shr";6128839
1250,584;1;83;1;"Villager (Male)";0,0208430666666667;"114405317";"shr";6128839
1250,792;1;83;1;"Villager (Male)";0,0208465333333333;"114405317";"shr";6128839
1251;1;83;1;"Villager (Male)";0,02085;"114405317";"shr";6128839
1261,24;5;93;1;"Spearman";0,0210206666666667;"114405317";"MegaDam";6126209
1262,332;5;93;1;"Spearman";0,0210388666666667;"114405317";"MegaDam";6126209
1262,54;6;83;5;"Villager (Male)";0,0210423333333333;"114405317";"Hufsa";4250835
1263,181;2;83;1;"Villager (Male)";0,0210530166666667;"114405317";"Olas";4361967
1263,181;5;93;1;"Spearman";0,0210530166666667;"114405317";"MegaDam";6126209
1263,388;2;83;1;"Villager (Male)";0,0210564666666667;"114405317";"Olas";4361967
1263,595;2;83;1;"Villager (Male)";0,0210599166666667;"114405317";"Olas";4361967
1264,009;2;83;1;"Villager (Male)";0,0210668166666667;"114405317";"Olas";4361967
1267,748;3;4;1;"Archer";0,0211291333333333;"114405317";"Beny";6157113
1270,094;2;125;1;"Monk";0,0211682333333333;"114405317";"Olas";4361967
1270,301;2;125;1;"Monk";0,0211716833333333;"114405317";"Olas";4361967
1271,129;3;93;1;"Spearman";0,0211854833333333;"114405317";"Beny";6157113
1274,096;3;93;1;"Spearman";0,0212349333333333;"114405317";"Beny";6157113
1274,096;4;83;1;"Villager (Male)";0,0212349333333333;"114405317";"Chilamacho";2176509
1274,51;3;93;1;"Spearman";0,0212418333333333;"114405317";"Beny";6157113
1274,717;3;93;1;"Spearman";0,0212452833333333;"114405317";"Beny";6157113
1277,477;3;7;1;"Skirmisher";0,0212912833333333;"114405317";"Beny";6157113
1277,891;3;7;1;"Skirmisher";0,0212981833333333;"114405317";"Beny";6157113
1278,305;3;7;1;"Skirmisher";0,0213050833333333;"114405317";"Beny";6157113
1278,719;6;128;1;"Trade Cart (Empty)";0,0213119833333333;"114405317";"Hufsa";4250835
1278,926;6;128;1;"Trade Cart (Empty)";0,0213154333333333;"114405317";"Hufsa";4250835
1290,894;3;83;1;"Villager (Male)";0,0215149;"114405317";"Beny";6157113
1310,582;2;38;5;"Knight";0,0218430333333333;"114405317";"Olas";4361967
1331,603;4;93;1;"Spearman";0,0221933833333333;"114405317";"Chilamacho";2176509
1332,023;4;93;1;"Spearman";0,0222003833333333;"114405317";"Chilamacho";2176509
1340,199;4;83;1;"Villager (Male)";0,02233665;"114405317";"Chilamacho";2176509
1340,407;4;83;1;"Villager (Male)";0,0223401166666667;"114405317";"Chilamacho";2176509
1340,615;4;83;1;"Villager (Male)";0,0223435833333333;"114405317";"Chilamacho";2176509
1365,354;1;93;1;"Spearman";0,0227559;"114405317";"shr";6128839
1365,562;1;93;1;"Spearman";0,0227593666666667;"114405317";"shr";6128839
1365,978;1;93;1;"Spearman";0,0227663;"114405317";"shr";6128839
1368,126;3;83;1;"Villager (Male)";0,0228021;"114405317";"Beny";6157113
1373,59;3;93;1;"Spearman";0,0228931666666667;"114405317";"Beny";6157113
1375,246;3;7;1;"Skirmisher";0,0229207666666667;"114405317";"Beny";6157113
1393,306;5;83;1;"Villager (Male)";0,0232217666666667;"114405317";"MegaDam";6126209
1393,722;5;83;1;"Villager (Male)";0,0232287;"114405317";"MegaDam";6126209
1393,93;5;83;1;"Villager (Male)";0,0232321666666667;"114405317";"MegaDam";6126209
1394,138;5;83;1;"Villager (Male)";0,0232356333333333;"114405317";"MegaDam";6126209
1402,306;4;83;1;"Villager (Male)";0,0233717666666667;"114405317";"Chilamacho";2176509
1402,513;4;83;1;"Villager (Male)";0,0233752166666667;"114405317";"Chilamacho";2176509
1402,927;4;83;1;"Villager (Male)";0,0233821166666667;"114405317";"Chilamacho";2176509
1403,117;4;83;1;"Villager (Male)";0,0233852833333333;"114405317";"Chilamacho";2176509
1403,377;4;83;1;"Villager (Male)";0,0233896166666667;"114405317";"Chilamacho";2176509
1403,585;4;83;1;"Villager (Male)";0,0233930833333333;"114405317";"Chilamacho";2176509
1404,001;4;83;1;"Villager (Male)";0,0234000166666667;"114405317";"Chilamacho";2176509
1405,887;6;83;1;"Villager (Male)";0,02343145;"114405317";"Hufsa";4250835
1450,964;6;4;5;"Archer";0,0241827333333333;"114405317";"Hufsa";4250835
1456,679;3;83;1;"Villager (Male)";0,0242779833333333;"114405317";"Beny";6157113
1457,719;5;38;1;"Knight";0,0242953166666667;"114405317";"MegaDam";6126209
1458,135;5;38;1;"Knight";0,02430225;"114405317";"MegaDam";6126209
1458,551;5;38;1;"Knight";0,0243091833333333;"114405317";"MegaDam";6126209
1465,675;4;83;1;"Villager (Male)";0,0244279166666667;"114405317";"Chilamacho";2176509
1466,091;4;83;1;"Villager (Male)";0,02443485;"114405317";"Chilamacho";2176509
1466,507;4;83;1;"Villager (Male)";0,0244417833333333;"114405317";"Chilamacho";2176509
1468,015;3;83;1;"Villager (Male)";0,0244669166666667;"114405317";"Beny";6157113
1468,861;4;83;1;"Villager (Male)";0,0244810166666667;"114405317";"Chilamacho";2176509
1469,068;4;83;1;"Villager (Male)";0,0244844666666667;"114405317";"Chilamacho";2176509
1469,258;4;83;1;"Villager (Male)";0,0244876333333333;"114405317";"Chilamacho";2176509
1469,674;4;83;1;"Villager (Male)";0,0244945666666667;"114405317";"Chilamacho";2176509
1469,882;4;83;1;"Villager (Male)";0,0244980333333333;"114405317";"Chilamacho";2176509
1470,506;4;83;1;"Villager (Male)";0,0245084333333333;"114405317";"Chilamacho";2176509
1486,465;4;93;1;"Spearman";0,0247744166666667;"114405317";"Chilamacho";2176509
1486,863;4;93;1;"Spearman";0,02478105;"114405317";"Chilamacho";2176509
1487,071;4;93;1;"Spearman";0,0247845166666667;"114405317";"Chilamacho";2176509
1487,487;4;93;1;"Spearman";0,02479145;"114405317";"Chilamacho";2176509
1487,695;4;93;1;"Spearman";0,0247949166666667;"114405317";"Chilamacho";2176509
1488,163;4;93;1;"Spearman";0,0248027166666667;"114405317";"Chilamacho";2176509
1488,371;4;93;1;"Spearman";0,0248061833333333;"114405317";"Chilamacho";2176509
1491,279;2;83;5;"Villager (Male)";0,02485465;"114405317";"Olas";4361967
1495,721;4;83;1;"Villager (Male)";0,0249286833333333;"114405317";"Chilamacho";2176509
1495,928;4;83;1;"Villager (Male)";0,0249321333333333;"114405317";"Chilamacho";2176509
1497,377;5;83;1;"Villager (Male)";0,0249562833333333;"114405317";"MegaDam";6126209
1497,791;5;83;1;"Villager (Male)";0,0249631833333333;"114405317";"MegaDam";6126209
1497,998;5;83;1;"Villager (Male)";0,0249666333333333;"114405317";"MegaDam";6126209
1498,412;5;83;1;"Villager (Male)";0,0249735333333333;"114405317";"MegaDam";6126209
1511,039;3;83;1;"Villager (Male)";0,0251839833333333;"114405317";"Beny";6157113
1528,328;4;125;1;"Monk";0,0254721333333333;"114405317";"Chilamacho";2176509
1543,816;3;125;1;"Monk";0,0257302666666667;"114405317";"Beny";6157113
1561,487;4;83;1;"Villager (Male)";0,0260247833333333;"114405317";"Chilamacho";2176509
1561,695;4;83;1;"Villager (Male)";0,02602825;"114405317";"Chilamacho";2176509
1561,903;4;83;1;"Villager (Male)";0,0260317166666667;"114405317";"Chilamacho";2176509
1562,319;4;83;1;"Villager (Male)";0,02603865;"114405317";"Chilamacho";2176509
1562,735;4;83;1;"Villager (Male)";0,0260455833333333;"114405317";"Chilamacho";2176509
1563,359;4;83;1;"Villager (Male)";0,0260559833333333;"114405317";"Chilamacho";2176509
1564,191;3;74;1;"Militia";0,02606985;"114405317";"Beny";6157113
1564,607;3;93;1;"Spearman";0,0260767833333333;"114405317";"Beny";6157113
1566,943;3;4;1;"Archer";0,0261157166666667;"114405317";"Beny";6157113
1568,191;4;83;1;"Villager (Male)";0,0261365166666667;"114405317";"Chilamacho";2176509
1568,399;4;83;1;"Villager (Male)";0,0261399833333333;"114405317";"Chilamacho";2176509
1571,535;3;83;1;"Villager (Male)";0,02619225;"114405317";"Beny";6157113
1585,816;1;93;1;"Spearman";0,0264302666666667;"114405317";"shr";6128839
1586,024;1;93;1;"Spearman";0,0264337333333333;"114405317";"shr";6128839
1586,44;5;281;1;"Throwing Axeman";0,0264406666666667;"114405317";"MegaDam";6126209
1586,648;5;281;1;"Throwing Axeman";0,0264441333333333;"114405317";"MegaDam";6126209
1586,856;1;93;1;"Spearman";0,0264476;"114405317";"shr";6128839
1587,081;1;93;1;"Spearman";0,02645135;"114405317";"shr";6128839
1587,081;5;281;1;"Throwing Axeman";0,02645135;"114405317";"MegaDam";6126209
1587,288;1;93;1;"Spearman";0,0264548;"114405317";"shr";6128839
1587,288;5;281;1;"Throwing Axeman";0,0264548;"114405317";"MegaDam";6126209
1587,702;5;281;1;"Throwing Axeman";0,0264617;"114405317";"MegaDam";6126209
1587,909;5;281;1;"Throwing Axeman";0,02646515;"114405317";"MegaDam";6126209
1588,116;1;93;1;"Spearman";0,0264686;"114405317";"shr";6128839
1588,323;5;281;1;"Throwing Axeman";0,02647205;"114405317";"MegaDam";6126209
1592,932;2;83;2;"Villager (Male)";0,0265488666666667;"114405317";"Olas";4361967
1594,804;5;38;1;"Knight";0,0265800666666667;"114405317";"MegaDam";6126209
1634,096;3;83;1;"Villager (Male)";0,0272349333333333;"114405317";"Beny";6157113
1635,324;3;83;1;"Villager (Male)";0,0272554;"114405317";"Beny";6157113
1646,94;1;125;1;"Monk";0,027449;"114405317";"shr";6128839
1665,846;3;83;1;"Villager (Male)";0,0277641;"114405317";"Beny";6157113
1670,883;2;83;1;"Villager (Male)";0,02784805;"114405317";"Olas";4361967
1671,09;2;83;1;"Villager (Male)";0,0278515;"114405317";"Olas";4361967
1671,297;2;83;1;"Villager (Male)";0,02785495;"114405317";"Olas";4361967
1671,711;2;83;1;"Villager (Male)";0,02786185;"114405317";"Olas";4361967
1671,918;2;83;1;"Villager (Male)";0,0278653;"114405317";"Olas";4361967
1674,057;6;83;5;"Villager (Male)";0,02790095;"114405317";"Hufsa";4250835
1674,885;1;83;1;"Villager (Male)";0,02791475;"114405317";"shr";6128839
1675,092;1;83;1;"Villager (Male)";0,0279182;"114405317";"shr";6128839
1675,299;1;83;1;"Villager (Male)";0,02792165;"114405317";"shr";6128839
1684,131;2;83;1;"Villager (Male)";0,02806885;"114405317";"Olas";4361967
1684,338;2;83;1;"Villager (Male)";0,0280723;"114405317";"Olas";4361967
1691,514;5;38;1;"Knight";0,0281919;"114405317";"MegaDam";6126209
1691,928;5;38;1;"Knight";0,0281988;"114405317";"MegaDam";6126209
1692,135;5;38;1;"Knight";0,02820225;"114405317";"MegaDam";6126209
1692,342;5;38;1;"Knight";0,0282057;"114405317";"MegaDam";6126209
1692,756;5;38;1;"Knight";0,0282126;"114405317";"MegaDam";6126209
1708,777;4;83;1;"Villager (Male)";0,0284796166666667;"114405317";"Chilamacho";2176509
1708,984;4;83;1;"Villager (Male)";0,0284830666666667;"114405317";"Chilamacho";2176509
1709,191;4;83;1;"Villager (Male)";0,0284865166666667;"114405317";"Chilamacho";2176509
1709,398;4;83;1;"Villager (Male)";0,0284899666666667;"114405317";"Chilamacho";2176509
1709,605;4;83;1;"Villager (Male)";0,0284934166666667;"114405317";"Chilamacho";2176509
1710,019;4;83;1;"Villager (Male)";0,0285003166666667;"114405317";"Chilamacho";2176509
1710,433;4;83;1;"Villager (Male)";0,0285072166666667;"114405317";"Chilamacho";2176509
1710,433;4;83;1;"Villager (Male)";0,0285072166666667;"114405317";"Chilamacho";2176509
1710,64;4;83;1;"Villager (Male)";0,0285106666666667;"114405317";"Chilamacho";2176509
1711,054;4;83;1;"Villager (Male)";0,0285175666666667;"114405317";"Chilamacho";2176509
1711,675;4;83;1;"Villager (Male)";0,0285279166666667;"114405317";"Chilamacho";2176509
1712,089;4;83;1;"Villager (Male)";0,0285348166666667;"114405317";"Chilamacho";2176509
1712,986;4;83;1;"Villager (Male)";0,0285497666666667;"114405317";"Chilamacho";2176509
1713,4;4;83;1;"Villager (Male)";0,0285566666666667;"114405317";"Chilamacho";2176509
1714,021;4;83;1;"Villager (Male)";0,0285670166666667;"114405317";"Chilamacho";2176509
1716,712;5;83;1;"Villager (Male)";0,0286118666666667;"114405317";"MegaDam";6126209
1716,919;5;83;1;"Villager (Male)";0,0286153166666667;"114405317";"MegaDam";6126209
1717,402;5;83;1;"Villager (Male)";0,0286233666666667;"114405317";"MegaDam";6126209
